location_id,location_name,province,season,season_type,crop_type,lat,lon,ndvi,evi,ndwi,ndre,lai,bsi,ndvi_std,ndvi_min,ndvi_max,temp_celsius,rainfall_mm,soil_moisture,crop_stress_label
BL01,Quetta,Balochistan,Kharif_2017,kharif,wheat,30.1798,66.975,0.0973,0.0878,-0.1742,0.1044,0.486,0.1137,0.0193,0.0684,0.1346,32.1,259.6,22.4,Diseased
BL03,Khuzdar,Balochistan,Kharif_2017,kharif,mango,27.8,66.6167,0.1461,0.1297,-0.2238,0.1512,0.73,0.104,0.0388,0.0947,0.2178,31.9,290.5,21.7,Stressed
BL04,Loralai,Balochistan,Kharif_2017,kharif,wheat,30.3724,68.5989,0.0972,0.0911,-0.1844,0.1032,0.486,0.136,0.0145,0.0714,0.1254,29.8,287.6,22.3,Diseased
BL05,Zhob,Balochistan,Kharif_2017,kharif,wheat,31.3417,69.4486,0.13,0.097,-0.2109,0.1334,0.65,0.1256,0.0185,0.1016,0.1611,32.2,264.6,21.9,Diseased
BL07,Sibi,Balochistan,Kharif_2017,kharif,cotton,29.5432,67.8772,0.2056,0.1715,-0.2785,0.2226,1.028,0.0946,0.0409,0.1389,0.2654,33.4,314.5,20.9,Healthy
BL06,Mastung,Balochistan,Kharif_2017,kharif,mango,29.797,66.846,0.1445,0.1285,-0.2346,0.1522,0.723,0.117,0.0207,0.1154,0.1934,31.0,268.5,21.5,Stressed
BL10,Gwadar,Balochistan,Kharif_2017,kharif,mango,25.1264,62.3255,-0.0416,0.0314,0.104,-0.0483,-0.208,0.0592,0.0592,-0.1418,0.0757,33.5,215.8,26.5,Diseased
BL09,Kalat,Balochistan,Kharif_2017,kharif,wheat,29.0228,66.5906,0.1982,0.1689,-0.2765,0.2077,0.991,0.0916,0.0274,0.1555,0.2543,26.5,321.7,20.9,Healthy
BL08,Pishin,Balochistan,Kharif_2017,kharif,wheat,30.5817,66.9956,0.1251,0.1108,-0.22,0.1298,0.626,0.1236,0.0246,0.0889,0.1768,33.4,265.1,21.8,Diseased
BL12,Dera Bugti,Balochistan,Kharif_2017,kharif,wheat,29.0367,69.1583,0.2109,0.1775,-0.3087,0.225,1.054,0.126,0.0328,0.149,0.2564,31.7,327.4,20.5,Healthy
BL11,Chagai,Balochistan,Kharif_2017,kharif,wheat,29.1089,64.7983,0.0534,0.0446,-0.1596,0.0432,0.267,0.1615,0.0063,0.0419,0.0634,30.5,305.7,22.6,Diseased
BL14,Jhal Magsi,Balochistan,Kharif_2017,kharif,wheat,28.2833,67.7333,0.0671,0.0532,-0.1751,0.0773,0.335,0.1705,0.0217,0.0251,0.0997,31.2,236.8,22.4,Diseased
BL15,Kharan,Balochistan,Kharif_2017,kharif,wheat,28.5833,65.4167,0.0793,0.0736,-0.165,0.0747,0.396,0.1377,0.0124,0.0504,0.1024,29.4,269.3,22.6,Diseased
BL16,Lasbela,Balochistan,Kharif_2017,kharif,mango,26.215,66.6933,0.1147,0.0813,-0.1906,0.1166,0.573,0.1666,0.0325,0.0406,0.1401,30.7,294.1,22.2,Diseased
BL13,Jaffarabad,Balochistan,Kharif_2017,kharif,cotton,28.8958,68.2706,0.0596,0.0531,-0.1936,0.0723,0.298,0.1867,0.0188,0.0315,0.0948,29.1,244.0,22.1,Diseased
BL17,Musakhel,Balochistan,Kharif_2017,kharif,wheat,30.6983,69.8361,0.1288,0.0836,-0.2218,0.1344,0.644,0.2217,0.023,0.0773,0.1585,29.2,358.6,21.7,Diseased
BL18,Nasirabad,Balochistan,Kharif_2017,kharif,cotton,28.4167,68.3833,0.5795,0.4166,-0.5495,0.5898,2.898,-0.1606,0.2236,0.0835,0.7655,31.1,301.3,17.0,Healthy
BL20,Panjgur,Balochistan,Kharif_2017,kharif,wheat,26.9686,64.0994,0.0841,0.0767,-0.1644,0.0849,0.421,0.146,0.0117,0.0647,0.1041,30.5,269.3,22.6,Diseased
BL22,Ziarat,Balochistan,Kharif_2017,kharif,mango,30.3819,67.7244,0.2197,0.1679,-0.289,0.2317,1.099,0.1063,0.0246,0.1742,0.2586,33.5,238.1,20.8,Healthy
BL21,Washuk,Balochistan,Kharif_2017,kharif,wheat,27.5,64.0,0.0451,0.0365,-0.1352,0.0357,0.225,0.2165,0.0077,0.0308,0.0568,30.4,324.9,23.0,Diseased
BL19,Nushki,Balochistan,Kharif_2017,kharif,wheat,29.5533,66.0211,0.0786,0.0725,-0.1618,0.0744,0.393,0.1303,0.0161,0.0409,0.114,28.4,216.7,22.6,Diseased
KP01,Peshawar,KPK,Kharif_2017,kharif,wheat,34.015,71.5249,0.232,0.1573,-0.3093,0.2581,1.16,0.0877,0.0594,0.1641,0.3431,29.1,273.4,20.5,Healthy
KP04,Charsadda,KPK,Kharif_2017,kharif,wheat,34.145,71.7305,0.25,0.1718,-0.2976,0.2725,1.25,0.0804,0.0699,0.166,0.3879,31.8,307.2,20.6,Healthy
KP03,Swat,KPK,Kharif_2017,kharif,rice,35.2227,72.4258,0.4235,0.1835,-0.4411,0.4469,2.117,-0.0048,0.0926,0.3101,0.5918,30.9,308.6,18.5,Healthy
KP02,Mardan,KPK,Kharif_2017,kharif,sugarcane,34.1986,72.0404,0.249,0.1677,-0.3083,0.2734,1.245,0.0795,0.0918,0.0458,0.4345,30.9,279.1,20.5,Healthy
KP06,Abbottabad,KPK,Kharif_2017,kharif,wheat,34.1558,73.2194,0.436,0.2563,-0.4588,0.4552,2.18,0.0233,0.0922,0.3059,0.5612,32.1,212.2,18.3,Healthy
KP05,Nowshera,KPK,Kharif_2017,kharif,sugarcane,34.0153,71.9747,0.145,0.0982,-0.2079,0.164,0.725,0.0885,0.0752,-0.0038,0.3141,29.1,319.9,21.9,Stressed
KP08,Bannu,KPK,Kharif_2017,kharif,wheat,32.9892,70.6017,0.1881,0.1284,-0.2723,0.206,0.94,0.1238,0.0368,0.1372,0.2478,31.7,287.0,21.0,Stressed
KP09,Battagram,KPK,Kharif_2017,kharif,rice,34.6825,73.0253,0.2628,0.1622,-0.3296,0.275,1.314,0.1154,0.0761,0.223,0.4124,27.0,260.1,20.2,Healthy
KP07,Dera Ismail Khan,KPK,Kharif_2017,kharif,wheat,31.8319,70.9018,0.0953,0.069,-0.1876,0.1164,0.477,0.1563,0.0186,0.0669,0.1232,33.3,285.0,22.2,Diseased
KP11,Chitral,KPK,Kharif_2017,kharif,mango,35.8511,71.7864,0.2156,0.1247,-0.2589,0.2161,1.078,0.0441,0.0457,0.1599,0.2815,30.7,292.0,21.2,Healthy
KP10,Buner,KPK,Kharif_2017,kharif,wheat,34.5133,72.5006,0.3033,0.1859,-0.3977,0.3159,1.517,0.0819,0.1056,0.1718,0.4987,30.4,280.1,19.2,Healthy
KP12,Dir Lower,KPK,Kharif_2017,kharif,rice,34.7397,71.9006,0.3585,0.2379,-0.4324,0.3764,1.792,0.0745,0.0569,0.2958,0.4615,26.2,349.1,18.7,Healthy
KP13,Hangu,KPK,Kharif_2017,kharif,wheat,33.5308,71.0586,0.309,0.1905,-0.3761,0.3278,1.545,0.0938,0.0638,0.2421,0.4158,29.1,241.9,19.5,Healthy
KP15,Karak,KPK,Kharif_2017,kharif,wheat,33.1169,71.0944,0.1746,0.1216,-0.2706,0.1925,0.873,0.1355,0.0378,0.1096,0.2275,29.6,262.4,21.0,Stressed
KP14,Haripur,KPK,Kharif_2017,kharif,sugarcane,33.9942,72.9317,0.2443,0.1606,-0.3053,0.2674,1.221,0.0804,0.0784,0.1179,0.3928,33.2,303.1,20.5,Healthy
KP16,Kohat,KPK,Kharif_2017,kharif,wheat,33.5869,71.4414,0.2615,0.1865,-0.3172,0.2869,1.308,0.0731,0.0425,0.1968,0.3334,32.8,346.8,20.3,Healthy
KP17,Lakki Marwat,KPK,Kharif_2017,kharif,wheat,32.6072,70.9122,0.1677,0.119,-0.2521,0.1855,0.839,0.1321,0.0392,0.107,0.2249,30.5,251.9,21.3,Stressed
KP18,Malakand,KPK,Kharif_2017,kharif,rice,34.5653,71.9306,0.3499,0.2032,-0.4005,0.3657,1.75,0.0484,0.0686,0.2228,0.4736,28.5,345.3,19.1,Healthy
KP19,Mansehra,KPK,Kharif_2017,kharif,wheat,34.3297,73.2003,0.1607,0.1128,-0.2287,0.1751,0.803,0.1078,0.0424,0.1254,0.2441,32.2,255.6,21.6,Stressed
KP20,Shangla,KPK,Kharif_2017,kharif,rice,34.9167,72.8333,0.466,0.3095,-0.4867,0.4827,2.33,-0.0117,0.1532,0.2699,0.6817,30.0,264.2,17.9,Healthy
KP22,Tank,KPK,Kharif_2017,kharif,wheat,32.2167,70.3833,0.2154,0.1547,-0.2976,0.2275,1.077,0.1246,0.0434,0.1418,0.2725,31.1,291.7,20.6,Healthy
KP21,Swabi,KPK,Kharif_2017,kharif,sugarcane,34.12,72.47,0.2825,0.1855,-0.3457,0.3078,1.412,0.0768,0.1163,0.0885,0.5004,29.7,316.8,19.9,Healthy
KP23,Tor Ghar,KPK,Kharif_2017,kharif,rice,34.7167,73.0833,0.3824,0.2273,-0.451,0.399,1.912,0.0855,0.1145,0.3353,0.6203,31.6,325.8,18.4,Healthy
PB01,Lahore,Punjab,Rabi_2018,rabi,wheat,31.5204,74.3587,0.2109,0.1173,-0.2704,0.2139,1.054,0.0773,0.0349,0.1541,0.2748,17.8,106.5,21.0,Healthy
PB03,Multan,Punjab,Rabi_2018,rabi,wheat,30.1978,71.4711,0.1112,0.0746,-0.2059,0.1105,0.556,0.1204,0.0186,0.0785,0.1449,18.2,89.5,22.0,Diseased
PB04,Gujranwala,Punjab,Rabi_2018,rabi,rice,32.1877,74.1945,0.1633,0.0962,-0.2218,0.159,0.817,0.0709,0.0414,0.0567,0.2311,18.0,147.9,21.7,Stressed
PB02,Faisalabad,Punjab,Rabi_2018,rabi,cotton,31.4187,73.0791,0.1436,0.0758,-0.2153,0.1384,0.718,0.0906,0.0286,0.0894,0.1941,18.6,119.2,21.8,Diseased
PB08,Sargodha,Punjab,Rabi_2018,rabi,wheat,32.0836,72.6711,0.1774,0.0975,-0.2658,0.1719,0.887,0.1071,0.0284,0.1368,0.2311,18.6,128.4,21.1,Stressed
PB07,Bahawalpur,Punjab,Rabi_2018,rabi,cotton,29.3956,71.6836,0.2083,0.1392,-0.2746,0.2101,1.041,0.0852,0.0322,0.1537,0.269,19.3,153.9,21.0,Healthy
PB05,Rawalpindi,Punjab,Rabi_2018,rabi,wheat,33.5651,73.0169,0.1482,0.0968,-0.227,0.1391,0.741,0.0994,0.0607,0.0888,0.2868,20.3,101.8,21.7,Diseased
PB06,Sialkot,Punjab,Rabi_2018,rabi,rice,32.4945,74.5229,0.1429,0.0838,-0.2023,0.1402,0.714,0.0852,0.0426,0.0193,0.2082,19.6,115.8,22.0,Diseased
PB11,Jhang,Punjab,Rabi_2018,rabi,wheat,31.2681,72.3181,0.1528,0.0935,-0.2306,0.1536,0.764,0.094,0.0237,0.1162,0.1961,17.6,96.1,21.6,Stressed
PB10,Rahim Yar Khan,Punjab,Rabi_2018,rabi,cotton,28.4202,70.2952,0.1574,0.1039,-0.2448,0.1502,0.787,0.1034,0.027,0.1122,0.2036,20.2,100.9,21.4,Stressed
PB09,Sahiwal,Punjab,Rabi_2018,rabi,sugarcane,30.6706,73.1064,0.2542,0.1506,-0.3135,0.2546,1.271,0.0621,0.0412,0.1807,0.3327,16.5,108.7,20.4,Healthy
PB13,Okara,Punjab,Rabi_2018,rabi,wheat,30.8107,73.4597,0.123,0.076,-0.2168,0.1179,0.615,0.1256,0.0206,0.083,0.1652,20.1,131.1,21.8,Diseased
PB14,Pakpattan,Punjab,Rabi_2018,rabi,cotton,30.3436,73.3873,0.1354,0.0911,-0.2142,0.133,0.677,0.1072,0.0242,0.0957,0.1909,17.9,136.5,21.8,Diseased
PB12,Sheikhupura,Punjab,Rabi_2018,rabi,rice,31.7167,73.985,0.1723,0.0966,-0.2439,0.1652,0.861,0.0834,0.0357,0.0791,0.2394,19.1,116.7,21.4,Stressed
PB15,Attock,Punjab,Rabi_2018,rabi,wheat,33.7667,72.3667,0.2529,0.1573,-0.3179,0.2536,1.264,0.0913,0.0603,0.1674,0.3945,21.2,152.2,20.3,Healthy
PB16,Bahawalnagar,Punjab,Rabi_2018,rabi,cotton,29.9958,73.2531,0.1552,0.1028,-0.2321,0.1519,0.776,0.1044,0.0237,0.1087,0.2062,15.6,112.7,21.6,Stressed
PB17,Chakwal,Punjab,Rabi_2018,rabi,wheat,32.9328,72.8553,0.1687,0.1079,-0.2449,0.1581,0.843,0.1007,0.0359,0.1262,0.2412,18.7,121.9,21.4,Stressed
PB19,DG Khan,Punjab,Rabi_2018,rabi,wheat,30.0496,70.6358,0.1931,0.1262,-0.2664,0.1888,0.965,0.0841,0.0328,0.1411,0.2457,15.4,141.4,21.1,Stressed
PB20,Gujrat,Punjab,Rabi_2018,rabi,rice,32.5736,74.0789,0.1231,0.0719,-0.1818,0.1198,0.615,0.0839,0.0322,0.0382,0.1715,20.3,127.5,22.3,Diseased
PB21,Hafizabad,Punjab,Rabi_2018,rabi,rice,32.0708,73.6886,0.1424,0.0775,-0.2214,0.1322,0.712,0.0917,0.0239,0.1098,0.1912,18.2,164.2,21.7,Diseased
PB18,Chiniot,Punjab,Rabi_2018,rabi,sugarcane,31.7192,72.9783,0.1374,0.0738,-0.2298,0.1367,0.687,0.1144,0.0187,0.1013,0.1738,18.9,118.5,21.6,Diseased
PB22,Kasur,Punjab,Rabi_2018,rabi,rice,31.1181,74.4503,0.1214,0.0673,-0.2007,0.1134,0.607,0.1211,0.0205,0.0919,0.1605,17.0,145.6,22.0,Diseased
PB24,Khushab,Punjab,Rabi_2018,rabi,wheat,32.2989,72.3522,0.1733,0.1083,-0.2563,0.1655,0.866,0.097,0.0283,0.1286,0.2243,18.1,107.9,21.2,Stressed
PB23,Khanewal,Punjab,Rabi_2018,rabi,wheat,30.3014,71.9322,0.2473,0.1611,-0.3183,0.248,1.236,0.0721,0.0496,0.1599,0.3457,21.6,160.7,20.3,Healthy
PB26,Lodhran,Punjab,Rabi_2018,rabi,wheat,29.5333,71.6333,0.1925,0.1363,-0.2639,0.184,0.963,0.0919,0.0416,0.1243,0.2583,16.7,161.5,21.1,Stressed
PB25,Layyah,Punjab,Rabi_2018,rabi,cotton,30.9617,70.9439,0.1399,0.0922,-0.212,0.1342,0.699,0.095,0.0286,0.0881,0.1902,19.3,106.8,21.9,Diseased
PB27,Mandi Bahauddin,Punjab,Rabi_2018,rabi,sugarcane,32.5864,73.4917,0.1585,0.0886,-0.2314,0.1486,0.793,0.0828,0.0373,0.0962,0.2253,16.4,127.4,21.6,Stressed
PB30,Narowal,Punjab,Rabi_2018,rabi,rice,32.1003,74.8753,0.19,0.1147,-0.2503,0.1924,0.95,0.0811,0.0369,0.1459,0.255,17.1,93.6,21.3,Stressed
PB29,Muzaffargarh,Punjab,Rabi_2018,rabi,cotton,30.0736,71.1925,0.1604,0.1087,-0.2402,0.1531,0.802,0.0898,0.0293,0.104,0.2173,19.8,128.1,21.5,Stressed
PB28,Mianwali,Punjab,Rabi_2018,rabi,wheat,32.5853,71.5436,0.2482,0.1553,-0.3151,0.2479,1.241,0.078,0.053,0.1401,0.3547,16.8,141.5,20.4,Healthy
PB31,Toba Tek Singh,Punjab,Rabi_2018,rabi,sugarcane,30.9667,72.4833,0.2577,0.1598,-0.3229,0.2537,1.288,0.0548,0.0612,0.1532,0.3423,18.7,113.9,20.3,Healthy
PB33,Jhelum,Punjab,Rabi_2018,rabi,wheat,32.9425,73.7258,0.2129,0.1203,-0.2729,0.2144,1.064,0.0675,0.0556,0.1194,0.3061,17.8,136.1,21.0,Healthy
PB34,Bhakkar,Punjab,Rabi_2018,rabi,wheat,31.6267,71.0617,0.1425,0.0944,-0.2186,0.1351,0.712,0.0995,0.0254,0.1025,0.187,20.0,110.3,21.8,Diseased
PB32,Vehari,Punjab,Rabi_2018,rabi,cotton,30.0442,72.3514,0.1805,0.123,-0.2569,0.1802,0.902,0.103,0.0289,0.1348,0.2347,20.7,72.5,21.2,Stressed
SD02,Hyderabad,Sindh,Rabi_2018,rabi,wheat,25.396,68.3578,0.2341,0.161,-0.3063,0.2252,1.17,0.078,0.0369,0.1696,0.2982,17.8,134.0,20.5,Healthy
SD03,Sukkur,Sindh,Rabi_2018,rabi,wheat,27.7052,68.857,0.1478,0.1079,-0.2417,0.1477,0.739,0.1106,0.0253,0.1043,0.1939,17.5,125.7,21.4,Diseased
SD05,Nawabshah,Sindh,Rabi_2018,rabi,sugarcane,26.2442,68.4099,0.1292,0.0951,-0.22,0.1288,0.646,0.1136,0.0228,0.0894,0.1715,18.2,151.9,21.8,Diseased
SD01,Karachi,Sindh,Rabi_2018,rabi,cotton,24.8607,67.0011,0.088,0.061,-0.1736,0.0861,0.44,0.1258,0.0208,0.0481,0.1364,19.1,105.1,22.4,Diseased
SD04,Larkana,Sindh,Rabi_2018,rabi,rice,27.557,68.2138,0.1282,0.097,-0.209,0.1263,0.641,0.104,0.0235,0.0881,0.1705,19.3,123.6,21.9,Diseased
SD08,Jacobabad,Sindh,Rabi_2018,rabi,wheat,28.2769,68.4514,0.1363,0.1038,-0.2265,0.136,0.681,0.115,0.0229,0.0943,0.1739,17.8,100.5,21.7,Diseased
SD10,Dadu,Sindh,Rabi_2018,rabi,wheat,26.7317,67.7753,0.1518,0.1111,-0.2426,0.1467,0.759,0.1039,0.0265,0.0989,0.2162,18.5,81.6,21.4,Stressed
SD06,Mirpurkhas,Sindh,Rabi_2018,rabi,rice,25.5281,69.0092,0.1944,0.1271,-0.2851,0.1906,0.972,0.1023,0.0351,0.1327,0.2584,21.2,95.7,20.8,Stressed
SD07,Khairpur,Sindh,Rabi_2018,rabi,sugarcane,27.5297,68.7592,0.165,0.1152,-0.2416,0.1652,0.825,0.0921,0.0412,0.1026,0.2383,19.8,148.2,21.4,Stressed
SD11,Ghotki,Sindh,Rabi_2018,rabi,cotton,28.0033,69.3161,0.1566,0.1114,-0.24,0.1572,0.783,0.1017,0.0306,0.1103,0.2205,17.3,118.8,21.5,Stressed
SD09,Badin,Sindh,Rabi_2018,rabi,rice,24.6556,68.8383,0.1826,0.1181,-0.2791,0.1791,0.913,0.1207,0.0398,0.1137,0.2477,19.4,139.8,20.9,Stressed
SD13,Kashmore,Sindh,Rabi_2018,rabi,wheat,28.4475,69.5675,0.3673,0.221,-0.404,0.3653,1.836,0.0056,0.2097,0.0653,0.6432,19.6,115.5,19.1,Healthy
SD12,Kamber,Sindh,Rabi_2018,rabi,wheat,27.5861,68.0017,0.1333,0.0977,-0.2166,0.1259,0.667,0.1116,0.036,0.0624,0.2148,19.4,136.2,21.8,Diseased
SD15,Naushahro Feroze,Sindh,Rabi_2018,rabi,sugarcane,26.8414,68.1175,0.2585,0.187,-0.319,0.2599,1.293,0.0511,0.0787,0.1209,0.3501,17.9,166.5,20.3,Healthy
SD16,Sanghar,Sindh,Rabi_2018,rabi,cotton,26.0464,68.9486,0.2001,0.1345,-0.2902,0.1991,1.001,0.1007,0.0392,0.126,0.251,22.0,130.8,20.7,Stressed
SD14,Matiari,Sindh,Rabi_2018,rabi,sugarcane,25.5975,68.4608,0.5192,0.3458,-0.5217,0.5188,2.596,-0.1005,0.145,0.2415,0.6587,18.8,108.7,17.4,Healthy
SD19,Thatta,Sindh,Rabi_2018,rabi,cotton,24.7461,67.9239,0.169,0.1179,-0.2626,0.1625,0.845,0.125,0.031,0.122,0.2306,20.3,140.4,21.1,Stressed
SD18,Tando Allahyar,Sindh,Rabi_2018,rabi,rice,25.4661,68.7178,0.1935,0.1342,-0.2757,0.193,0.967,0.0924,0.0406,0.1214,0.2541,20.1,97.6,20.9,Stressed
SD20,Umerkot,Sindh,Rabi_2018,rabi,wheat,25.3619,69.7358,0.176,0.1316,-0.2714,0.1748,0.88,0.1136,0.035,0.1035,0.2452,17.6,149.4,21.0,Stressed
SD17,Shikarpur,Sindh,Rabi_2018,rabi,wheat,27.9569,68.6381,0.1269,0.093,-0.2196,0.1209,0.635,0.1251,0.0199,0.0918,0.1658,20.1,130.6,21.8,Diseased
BL03,Khuzdar,Balochistan,Rabi_2018,rabi,mango,27.8,66.6167,0.1543,0.1278,-0.2353,0.152,0.772,0.0993,0.0493,0.0894,0.2338,20.3,122.3,21.5,Stressed
BL02,Turbat,Balochistan,Rabi_2018,rabi,wheat,26.0021,63.0621,0.1473,0.1251,-0.2099,0.1315,0.736,0.0996,0.0188,0.1127,0.1776,19.0,110.0,21.9,Diseased
BL01,Quetta,Balochistan,Rabi_2018,rabi,wheat,30.1798,66.975,0.0773,0.0607,-0.1651,0.0805,0.387,0.1331,0.0199,0.0516,0.1179,18.0,118.6,22.6,Diseased
BL06,Mastung,Balochistan,Rabi_2018,rabi,mango,29.797,66.846,0.1129,0.0935,-0.2181,0.1158,0.565,0.1428,0.0283,0.0802,0.1709,21.4,130.8,21.8,Diseased
BL04,Loralai,Balochistan,Rabi_2018,rabi,wheat,30.3724,68.5989,0.0965,0.0864,-0.1854,0.0953,0.482,0.1364,0.0153,0.0715,0.1295,17.7,109.0,22.3,Diseased
BL07,Sibi,Balochistan,Rabi_2018,rabi,cotton,29.5432,67.8772,0.2164,0.1616,-0.306,0.2154,1.082,0.096,0.0325,0.1637,0.2676,22.1,144.2,20.5,Healthy
BL05,Zhob,Balochistan,Rabi_2018,rabi,wheat,31.3417,69.4486,0.1248,0.0876,-0.2103,0.1203,0.624,0.1241,0.0237,0.0915,0.1724,17.5,145.4,21.9,Diseased
BL08,Pishin,Balochistan,Rabi_2018,rabi,wheat,30.5817,66.9956,0.1079,0.084,-0.2141,0.1093,0.539,0.1477,0.0331,0.0771,0.1813,19.0,106.8,21.8,Diseased
BL09,Kalat,Balochistan,Rabi_2018,rabi,wheat,29.0228,66.5906,0.1396,0.1086,-0.2482,0.1451,0.698,0.1406,0.0234,0.1109,0.1834,19.7,159.3,21.3,Diseased
BL12,Dera Bugti,Balochistan,Rabi_2018,rabi,wheat,29.0367,69.1583,0.2053,0.1673,-0.3135,0.209,1.026,0.1286,0.04,0.1585,0.2958,17.5,123.6,20.4,Healthy
BL10,Gwadar,Balochistan,Rabi_2018,rabi,mango,25.1264,62.3255,-0.1164,0.0286,0.1992,-0.1404,-0.582,-0.0108,0.099,-0.3504,0.0607,21.9,93.3,27.9,Diseased
BL11,Chagai,Balochistan,Rabi_2018,rabi,wheat,29.1089,64.7983,0.0609,0.0482,-0.168,0.0438,0.304,0.1666,0.0066,0.0458,0.068,19.6,168.3,22.5,Diseased
BL14,Jhal Magsi,Balochistan,Rabi_2018,rabi,wheat,28.2833,67.7333,0.3905,0.2504,-0.4262,0.3914,1.952,-0.0122,0.1815,0.1153,0.629,18.0,158.9,18.8,Healthy
BL13,Jaffarabad,Balochistan,Rabi_2018,rabi,cotton,28.8958,68.2706,0.0825,0.0713,-0.2268,0.0709,0.413,0.1821,0.0116,0.0624,0.1121,18.1,145.0,21.7,Diseased
BL15,Kharan,Balochistan,Rabi_2018,rabi,wheat,28.5833,65.4167,0.0901,0.0758,-0.1789,0.0813,0.451,0.1386,0.0141,0.0592,0.114,19.5,144.4,22.4,Diseased
BL16,Lasbela,Balochistan,Rabi_2018,rabi,mango,26.215,66.6933,0.107,0.0699,-0.201,0.1004,0.535,0.1862,0.017,0.0729,0.1306,19.0,121.9,22.0,Diseased
BL17,Musakhel,Balochistan,Rabi_2018,rabi,wheat,30.6983,69.8361,0.1213,0.0759,-0.2229,0.1178,0.607,0.2256,0.0194,0.0911,0.1679,18.0,85.8,21.7,Diseased
BL18,Nasirabad,Balochistan,Rabi_2018,rabi,cotton,28.4167,68.3833,0.275,0.1885,-0.3735,0.2836,1.375,0.1068,0.1534,0.1194,0.5895,19.2,100.3,19.5,Healthy
BL20,Panjgur,Balochistan,Rabi_2018,rabi,wheat,26.9686,64.0994,0.0887,0.0763,-0.1714,0.0844,0.444,0.1475,0.0088,0.0734,0.1039,19.9,157.9,22.5,Diseased
BL19,Nushki,Balochistan,Rabi_2018,rabi,wheat,29.5533,66.0211,0.0828,0.0706,-0.1678,0.0738,0.414,0.133,0.0166,0.0538,0.1188,18.4,84.3,22.5,Diseased
BL21,Washuk,Balochistan,Rabi_2018,rabi,wheat,27.5,64.0,0.0501,0.0394,-0.1416,0.0356,0.251,0.2217,0.0057,0.0417,0.0611,15.4,131.5,22.9,Diseased
BL22,Ziarat,Balochistan,Rabi_2018,rabi,mango,30.3819,67.7244,0.1848,0.117,-0.2803,0.1927,0.924,0.1297,0.0256,0.1442,0.2227,17.5,132.7,20.9,Stressed
KP01,Peshawar,KPK,Rabi_2018,rabi,wheat,34.015,71.5249,0.2747,0.18,-0.3429,0.276,1.374,0.0464,0.0584,0.187,0.3881,20.2,182.6,20.0,Healthy
KP06,Abbottabad,KPK,Rabi_2018,rabi,wheat,34.1558,73.2194,0.2872,0.1513,-0.3713,0.293,1.436,0.0872,0.103,0.2149,0.5773,19.4,91.9,19.6,Healthy
KP03,Swat,KPK,Rabi_2018,rabi,rice,35.2227,72.4258,0.2006,0.1304,-0.1336,0.1971,1.003,-0.3053,0.1162,0.0121,0.4407,15.6,129.1,23.0,Stressed
KP04,Charsadda,KPK,Rabi_2018,rabi,wheat,34.145,71.7305,0.2435,0.1482,-0.2991,0.2431,1.218,0.0873,0.0644,0.1616,0.3819,20.6,80.0,20.6,Healthy
KP05,Nowshera,KPK,Rabi_2018,rabi,sugarcane,34.0153,71.9747,0.1567,0.1063,-0.2047,0.1448,0.783,0.0544,0.0633,0.0509,0.3079,18.0,130.5,22.0,Stressed
KP02,Mardan,KPK,Rabi_2018,rabi,sugarcane,34.1986,72.0404,0.2127,0.132,-0.2669,0.2135,1.063,0.0732,0.0726,0.0926,0.3998,21.7,112.9,21.1,Healthy
KP07,Dera Ismail Khan,KPK,Rabi_2018,rabi,wheat,31.8319,70.9018,0.0991,0.0672,-0.1838,0.0975,0.496,0.1284,0.0167,0.0725,0.1304,17.1,124.5,22.3,Diseased
KP09,Battagram,KPK,Rabi_2018,rabi,rice,34.6825,73.0253,0.218,0.1218,-0.3163,0.2182,1.09,0.1487,0.0698,0.1669,0.3914,18.2,108.2,20.4,Healthy
KP10,Buner,KPK,Rabi_2018,rabi,wheat,34.5133,72.5006,0.3531,0.1978,-0.4134,0.3497,1.766,0.0284,0.1665,0.1769,0.7231,18.0,119.3,18.9,Healthy
KP11,Chitral,KPK,Rabi_2018,rabi,mango,35.8511,71.7864,0.1619,0.0985,-0.1984,0.1575,0.809,0.0363,0.1087,0.0517,0.4104,20.7,126.9,22.1,Stressed
KP13,Hangu,KPK,Rabi_2018,rabi,wheat,33.5308,71.0586,0.2476,0.1491,-0.3289,0.247,1.238,0.1046,0.0607,0.1919,0.3933,21.6,142.0,20.2,Healthy
KP12,Dir Lower,KPK,Rabi_2018,rabi,rice,34.7397,71.9006,0.3389,0.1987,-0.4163,0.3384,1.695,0.0888,0.1837,0.1748,0.7529,18.1,135.5,18.9,Healthy
KP08,Bannu,KPK,Rabi_2018,rabi,wheat,32.9892,70.6017,0.1993,0.1287,-0.2743,0.1943,0.997,0.0953,0.0358,0.1461,0.2705,18.3,122.2,21.0,Stressed
KP15,Karak,KPK,Rabi_2018,rabi,wheat,33.1169,71.0944,0.1601,0.111,-0.2593,0.1538,0.801,0.1224,0.0305,0.1104,0.2114,17.1,119.5,21.2,Stressed
KP14,Haripur,KPK,Rabi_2018,rabi,sugarcane,33.9942,72.9317,0.2338,0.1443,-0.2911,0.2338,1.169,0.0654,0.0633,0.1556,0.3764,17.9,113.8,20.7,Healthy
